	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	pbqc_test_data	pbQC001	pbQC002	pbQC003	pbQC004	pbQC005
626	237.864499866079	237.864345033396	237.864597922962	196.0865	194.99	201.202	4	4	6797.10009765625	5573.99658203125	5959.12060546875	5728.32666015625	NA
1218	440.770533725528	440.770512521606	440.77055492945	196.0865	195.121	197.052	2	2	6142.92431640625	NA	NA	5306.9931640625	NA
1388	576.683902951768	576.683482719791	576.684230259905	196.0865	194.99	197.101	4	4	22150.333984375	11025.001953125	12933.7119140625	13990.1044921875	NA
1472	714.596043889819	714.595948095748	714.59613968389	196.0865	195.002	197.171	2	2	23153.78515625	NA	NA	11919.693359375	NA
1453	676.640032824158	676.639732465186	676.64033318313	196.111	195.051	197.171	2	2	23674.7265625	NA	14458.5439453125	NA	NA
1	60.9931778962218	60.9930529438453	60.993205323237	197.04	195.002	197.171	5	5	257680.984375	170991.8125	187725.15625	201245.609375	55204.1953125
79	72.9697695060926	72.9696496562555	72.969797738384	197.04	195.002	199.221	5	5	175430.078125	135951.9375	146057.890625	147018.625	55435.328125
481	182.931103172576	182.930995765182	182.931483661729	197.04	192.952	199.151	3	3	NA	6649.9814453125	5010.62939453125	3768.66186523438	NA
1184	432.737706692411	432.737504574578	432.738014926834	197.046	193.001	197.171	4	4	14985.46484375	9314.248046875	11787.630859375	11103.1884765625	NA
1416	612.641143912039	612.640921871893	612.641274919961	197.046	195.121	197.101	4	4	41891.11328125	17993.5859375	24369.166015625	25595.306640625	NA
539	198.905199977534	198.905176378718	198.905291916647	197.052	195.121	199.09	5	5	139159.796875	111499.09375	121628.515625	124070.2890625	23094.935546875
740	254.871660312417	254.87165209948	254.871684633355	197.052	197.04	197.101	3	3	NA	6320.33447265625	4993.1123046875	6724.03955078125	NA
958	337.820605198261	337.82051916754	337.820670441322	197.052	193.071	197.101	3	3	7417.82275390625	NA	4357.24853515625	5014.2509765625	NA
1057	358.799012716498	358.798916792784	358.799154284489	197.052	193.095	203.322	5	5	5118.0009765625	10649.5517578125	7351.0751953125	8243.828125	4079.86474609375
394	162.948524952392	162.948335347847	162.948632238739	197.0705	195.002	197.171	4	4	18012.654296875	10245.28125	11737.74609375	12320.3330078125	NA
552	200.903834001527	200.90374427758	200.903880231315	197.0705	195.002	201.271	4	4	20491.470703125	17845.810546875	17765.47265625	20814.599609375	NA
886	298.861411884904	298.861302684723	298.861477975037	197.0705	195.002	199.221	4	4	61028.0390625	53671.546875	55792.18359375	56105.125	NA
900	300.86007910397	300.860020671757	300.86014135313	197.0705	195.002	199.221	4	4	15480.2431640625	13082.2666015625	13099.84765625	14210.1240234375	NA
1382	574.685290843563	574.685229281165	574.685472049275	197.0705	195.002	197.171	4	4	39418.21875	19080.009765625	23954.2265625	24501.21484375	NA
1440	638.684108516968	638.683973562452	638.684325322667	197.0705	190.902	197.171	4	4	16493.00390625	8683.3017578125	10325.25	10868.015625	NA
366	156.913884101503	156.913746348607	156.91397141337	197.0765	192.94	199.221	4	4	18859.30078125	15229.2646484375	16663.443359375	16199.716796875	NA
1284	498.952557263577	498.952297728115	498.952883779582	197.0765	197.04	199.221	4	4	5426.5087890625	9336.3310546875	8492.2255859375	7565.494140625	NA
1444	643.643013686295	643.642916756544	643.643110616047	197.0765	197.052	197.101	2	2	NA	NA	3060.09008789062	2662.68310546875	NA
1027	340.81412814804	340.813956537592	340.814785515771	197.101	197.052	199.221	3	3	5238.32177734375	NA	4559.69091796875	4492.41845703125	NA
1467	713.598383681949	713.597746337331	713.599021026567	197.1055	194.99	199.221	2	2	9497.744140625	2324.52099609375	NA	NA	NA
311	138.941441106239	138.94138124524	138.94153167815	197.1175	193.001	199.102	4	4	NA	11528.388671875	8062.12841796875	7062.9326171875	21111.208984375
1462	712.597383906925	712.597251743241	712.597516070609	197.136	197.101	197.171	2	2	30841.271484375	NA	16080.9990234375	NA	NA
1406	605.851237558407	605.851105463047	605.851369653766	198.0715	192.952	203.191	2	2	NA	3339.80737304688	NA	3812.08129882812	NA
585	220.887148910665	220.886985766331	220.887210968204	198.0955	195.002	199.221	4	4	6676.10009765625	17791.96484375	13440.2705078125	11903.611328125	NA
1446	650.597022510158	650.596897162196	650.597147858121	198.161	197.101	199.221	2	2	21831.962890625	NA	12015.986328125	NA	NA
1356	562.872688853883	562.872396850511	562.872934064468	199.102	195.145	203.322	5	5	20037.4375	24284.595703125	20553.095703125	21128.234375	23092.689453125
1267	482.78212886257	482.78186425605	482.782710422246	199.151	197.052	201.296	3	3	NA	NA	3146.11767578125	3193.85595703125	3141.06665039062
1247	471.941896389757	471.941504903222	471.942380377042	199.221	194.99	215.647	5	5	4463.796875	6521.20703125	5587.06640625	6231.20654296875	13124.1103515625
103	74.9681633883044	74.968151301178	74.9681754754308	201.1465	199.102	203.191	2	2	NA	12400.8193359375	NA	11255.9736328125	NA
1402	604.849975671637	604.849896517294	604.850084373253	201.153	193.001	203.191	3	3	NA	48109.57421875	49912.56640625	50109.89453125	NA
38	62.9974101316879	62.997322641573	62.9974314766225	205.302	201.141	205.372	3	3	37874.921875	41810.625	37373.41015625	NA	NA
871	293.178015775056	293.177581959613	293.178449590499	213.5195	213.442	213.597	2	2	NA	14932.994140625	NA	NA	21851.181640625
799	265.147815647682	265.147630620043	265.148004946571	215.553	215.492	215.647	5	5	40510.67578125	57565.1328125	69835.953125	64511.56640625	81098.0546875
926	325.18406330075	325.184062407988	325.184064193512	217.685	217.673	217.697	2	2	101869.5078125	NA	NA	NA	208081.640625
916	311.168366570168	311.168223652378	311.168637070121	219.592	217.673	219.747	3	3	103417.2890625	164692.234375	NA	NA	200750.40625
658	248.97409595243	248.97395659715	248.974113804289	219.604	217.697	219.723	5	5	8027391.5	8450302	8189517.5	8312187.5	8525969
690	249.975593836873	249.975549860574	249.975647683227	219.604	217.603	219.747	5	5	203682.375	227791.109375	221043.171875	224802.609375	220673.875
1010	339.903578922777	339.903562528965	339.903708229988	219.604	207.422	234.074	5	4	43936.3203125	57635.38671875	47507.95703125	50102.52734375	NA
969	337.905572599019	337.905511827551	337.905592399505	221.773	221.642	223.754	3	3	113267.1953125	131454.234375	119574.8203125	NA	NA
159	90.0098310136639	90.0096648548792	90.0098609312596	222.776	221.655	223.823	4	4	19086.078125	NA	16734.71484375	14516.384765625	15697.8330078125
1538	771.516907202962	771.516607645468	771.517206760457	222.8105	221.773	223.848	2	2	24273.970703125	NA	NA	NA	101603.7578125
1144	397.205725455425	397.205223650277	397.206034078719	223.754	223.693	223.848	5	5	40087.5625	56046.3828125	64233.26953125	58959.39453125	88840.7890625
1126	383.880468061501	383.880423510793	383.880571032736	225.749	211.522	225.804	4	4	18102.060546875	22313.865234375	20117.173828125	21451.40234375	NA
1111	381.880812307583	381.880698452657	381.880916263911	226.7985	223.823	229.855	4	4	20392.3046875	24666.01171875	24261.671875	24019.36328125	NA
1817	1169.97416641615	1169.97413464435	1169.97446579401	226.8335	225.755	231.954	4	4	41703.84375	34762.2265625	33377.4609375	31935.154296875	NA
1542	773.532478613207	773.532276854347	773.532680372068	227.936	225.874	229.998	2	2	33014.25390625	NA	NA	NA	138826.921875
1503	747.517478537983	747.517202606961	747.517802538508	229.855	227.924	234.099	5	5	192604.421875	431671.84375	440685.71875	418052.09375	743327.8125
1505	748.520932919432	748.520365633881	748.521016056852	229.855	227.924	234.099	5	5	76592.5625	189289.046875	208743.8125	200888.484375	330664.3125
883	297.243300162125	297.243205988297	297.243335946451	229.939	229.843	234.099	4	4	54844.33203125	79984.359375	84413.640625	NA	67210.3671875
1232	444.972324491853	444.972278849238	444.972665589552	234.005	231.893	236.125	3	3	4119.326171875	4356.29345703125	3630.40991210938	NA	NA
806	271.227730312422	271.227588059639	271.227872565205	236.1365	234.074	238.199	2	2	158950.09375	NA	NA	NA	251508.734375
390	160.996902415515	160.996736856432	160.997067974598	237.1025	232.049	242.156	2	2	NA	NA	NA	10733.064453125	9401.4111328125
1162	413.200229492514	413.199492044564	413.200311838907	238.175	238.044	242.3	5	5	6820.40771484375	8426.857421875	8404.8935546875	8189.9072265625	10712.869140625
32	62.9973603292268	62.9973463779495	62.9974542809899	241.215	240.094	246.257	4	4	37587.82421875	37678.50390625	38441.26953125	36484.21484375	NA
131	85.9996782949624	85.9996178683683	85.9996883921323	242.1745	240.106	242.3	4	4	NA	17021.53515625	18243.015625	22720.2890625	23149.486328125
1417	612.640976115817	612.640670997882	612.641293505601	242.1745	240.225	246.257	4	4	30699.375	9081.810546875	12656.87109375	13830.4765625	NA
422	166.054238684071	166.054195059222	166.054399066474	242.205	238.175	246.245	3	3	8252.3828125	15173.857421875	13884.9794921875	NA	NA
1464	712.597147970949	712.597004610377	712.597291331521	242.24	242.205	242.275	2	2	20504.103515625	NA	7673.4462890625	NA	NA
1450	674.641316935563	674.641075161823	674.641382572458	243.2345	242.205	246.257	4	4	24496.873046875	7442.19482421875	11844.705078125	10473.33984375	NA
1424	614.63949598005	614.639304853888	614.639618714202	243.2655	242.144	246.257	4	4	18071.689453125	5223.30615234375	8185.35498046875	8227.6123046875	NA
1454	676.639739073673	676.639614713102	676.639863434244	243.2655	242.275	244.256	2	2	15900.9853515625	NA	6852.77783203125	NA	NA
809	276.853387478701	276.853325049492	276.854050116759	244.194	240.225	244.256	3	3	3239.73974609375	6057.4931640625	4401.974609375	NA	NA
1386	576.683675637782	576.683387067109	576.683816316852	244.225	242.275	248.307	4	4	16672.123046875	4417.654296875	6830.44140625	7362.263671875	NA
1439	638.683842703177	638.683529574584	638.684371942588	244.225	242.275	246.257	4	4	11236.994140625	3490.33325195312	5566.8251953125	5755.0322265625	NA
396	162.948647591188	162.948642542947	162.948652639428	244.231	242.205	246.257	2	2	NA	NA	8268.486328125	8648.1826171875	NA
2	60.9931484351246	60.9931000059894	60.9932190098529	244.256	242.275	252.555	5	5	219266.6875	129391.6640625	151122.5	157936.609375	43828.703125
376	160.949252366571	160.949173520318	160.949311507761	244.256	242.275	254.605	5	5	146812.75	67978.2890625	84322.7734375	87708.5390625	13793.7177734375
921	320.843164129939	320.842965228302	320.84337249691	244.256	242.144	248.307	3	3	NA	6228.19580078125	4277.55029296875	4250.3154296875	NA
321	141.923605185795	141.923475346943	141.923735024647	244.2905	244.256	244.325	2	2	16343.755859375	NA	15228.9638671875	NA	NA
1295	512.684989616769	512.684741435434	512.685089148824	244.2905	244.194	246.257	4	4	39480.54296875	12387.498046875	20202.96484375	22295.189453125	NA
1383	574.685211011861	574.684872622075	574.685234902393	244.2905	244.194	246.257	4	4	27389.14453125	9145.3916015625	12313.5087890625	13660.5927734375	NA
1431	636.685285593929	636.685135721299	636.685898463005	244.2905	244.194	246.257	4	4	21014.40625	6690.5859375	10768.0029296875	9944.4970703125	NA
1311	536.729373969626	536.729215827587	536.729523384912	244.325	244.256	248.307	3	3	35039.10546875	NA	20213.810546875	21865.474609375	NA
1146	398.817420925945	398.817256834052	398.817498854216	245.2505	242.275	250.357	4	4	24199.447265625	13987.9169921875	16698.08203125	19096.3984375	NA
647	240.858277675551	240.857889843497	240.858665507606	245.2565	244.256	246.257	2	2	NA	NA	2907.16552734375	3282.0693359375	NA
1058	358.799210451731	358.799100086124	358.799302304531	245.285	244.256	250.357	4	4	3924.02587890625	6160.47802734375	5704.54345703125	4808.00048828125	NA
1213	438.771937910382	438.771815076914	438.772171166712	245.3155	244.194	248.307	4	4	28112.623046875	12890.078125	16834.76953125	17737.0625	NA
1260	476.727608515446	476.727591054141	476.727708111439	245.316	244.194	248.307	4	4	21071.41796875	8757.9599609375	12470.55859375	11692.6083984375	NA
1185	432.737755814085	432.737364561652	432.738105566345	246.251	244.325	246.306	4	4	11263.7939453125	5212.03564453125	6485.43408203125	8196.169921875	NA
1158	403.922229955882	403.922216138047	403.922243773718	246.2755	244.256	248.295	2	2	NA	2939.41552734375	2510.01708984375	NA	NA
1075	374.773038689595	374.772944911402	374.773071431386	246.2755	244.325	248.307	4	4	68018.9921875	29402.41015625	39252.640625	41683.86328125	NA
1198	436.773366053015	436.773266356993	436.773426967036	246.2755	244.325	248.307	4	4	71072.484375	31490.359375	44645.83984375	47046.5546875	NA
234	116.959686723974	116.959574872555	116.959756198689	246.2815	242.275	254.605	4	4	187428.75	NA	138055.25	137763.03125	42131.2578125
586	220.887035520304	220.886962690256	220.887103240766	246.2815	246.245	250.476	4	4	6425.44482421875	12718.6240234375	8625.470703125	8220.935546875	NA
1177	430.73924369719	430.738982747367	430.739379846873	246.2815	244.194	248.426	4	4	25067.50390625	10409.2802734375	14858.2470703125	15158.3154296875	NA
540	198.90522670939	198.905195811442	198.905307658831	246.306	244.325	252.555	5	5	123314.875	85874.4296875	101383.6796875	102147.2890625	16345.986328125
781	260.905539852348	260.905486963033	260.905695218735	246.306	244.325	248.307	3	3	10319.9072265625	NA	8709.083984375	8009.0146484375	NA
1028	340.814590964388	340.814589555216	340.814861651268	246.306	242.275	248.307	3	3	4455.333984375	NA	3637.67041015625	3770.80590820312	NA
1152	400.815942346016	400.815922771519	400.815973730525	246.306	244.194	250.357	3	3	NA	4377.5439453125	5302.087890625	5769.89208984375	NA
1315	538.727939628104	538.727641951325	538.728117797008	246.3105	244.256	248.307	4	4	17253.00390625	6844.3193359375	9976.7412109375	10491.1953125	NA
1097	378.769872019733	378.769829855164	378.769914184302	246.316	244.325	248.307	2	2	4718.83251953125	NA	NA	3509.580078125	NA
631	238.859490389757	238.85946827758	238.859590823006	246.341	246.245	248.307	4	4	42865.92578125	28153.708984375	34001.0625	36979.91015625	NA
853	292.827372091529	292.82726343515	292.827550207942	246.341	246.245	248.307	4	4	53543.52734375	28260.37109375	36899.77734375	37522.68359375	NA
875	294.825719737238	294.825684446269	294.825951437174	246.341	246.245	250.357	4	4	16217.30859375	7761.65771484375	11178.380859375	11488.3837890625	NA
887	298.861341844852	298.861284361134	298.861366425773	246.341	246.245	248.307	4	4	52652.58203125	37156.38671875	43284.671875	42611.34765625	NA
944	336.817233459887	336.817157801941	336.817271557696	246.341	246.245	250.357	4	4	105406.9765625	56046.83984375	72331.3828125	76075.828125	NA
984	338.815690620173	338.815654406435	338.815742462078	246.341	246.245	248.307	4	4	33746.90625	17425.208984375	23382.982421875	24014.9765625	NA
1093	376.771411176972	376.771297537021	376.77148489024	246.341	246.245	248.307	4	4	23545.07421875	11595.5888671875	14129.296875	14937.84765625	NA
1252	474.729010939403	474.728967742104	474.729121828941	246.341	246.245	248.307	4	4	43467.46484375	16754.009765625	25032.01953125	26188.810546875	NA
1301	514.683156590509	514.683129600379	514.683622566598	246.341	244.194	248.307	4	4	19282.013671875	7126.87646484375	10982.107421875	10888.7666015625	NA
349	154.915529825663	154.915465702271	154.91556504315	246.376	246.245	252.555	5	5	99224.1796875	71679.203125	84292.609375	82204.046875	14627.201171875
614	236.861135828268	236.86103587557	236.861211195503	246.376	246.245	254.605	5	5	199299.9375	127304.703125	152729.28125	154246.453125	9654.451171875
312	138.941509422615	138.941426511731	138.941618958574	247.3065	244.194	252.555	4	4	NA	9306.7470703125	6687.3154296875	6357.42822265625	13146.958984375
1219	440.771098054815	440.770726941977	440.771469167654	247.3065	246.306	248.307	2	2	NA	NA	2684.69995117188	3238.02392578125	NA
901	300.860108566036	300.859988584043	300.860283462551	247.3355	246.306	252.407	4	4	13485.0751953125	8371.9296875	10735.2451171875	10097.3955078125	NA
81	72.9697426376242	72.96972228025	72.9698303091564	248.295	242.275	254.605	5	5	156923.578125	117640.9765625	124290.7734375	129782.0390625	42324.17578125
628	237.864476726241	237.864167424596	237.864572055563	248.295	244.256	250.357	3	3	NA	3621.18383789062	4115.45654296875	4570.01220703125	NA
99	74.9681900361362	74.9681528095363	74.9682863641843	248.307	246.245	248.356	3	3	NA	10689.9443359375	11140.2685546875	10389.78515625	NA
553	200.90377909402	200.903774067111	200.903808091965	248.307	246.245	248.356	3	3	NA	12817.12109375	15029.0478515625	15712.21484375	NA
741	254.871603567922	254.871472044466	254.871790139856	248.307	246.245	250.406	3	3	NA	3498.08276367188	4209.43994140625	5172.138671875	NA
1122	383.153022536164	383.152139758776	383.153437850898	248.3255	246.376	252.555	4	4	12731.8447265625	13039.478515625	13595.0439453125	NA	24250.166015625
928	327.233012536396	327.232662211884	327.23301803768	248.356	246.376	260.755	5	5	386645.6875	436918.125	467607.375	396166.4375	314850.03125
960	337.820332414042	337.819968702848	337.820482132382	248.356	244.325	250.357	3	3	5722.57177734375	NA	3577.13671875	3679.81372070312	NA
365	156.91380036731	156.913685255697	156.913929776099	248.391	246.245	250.357	4	4	17047.49609375	11780.08203125	12557.841796875	14555.6572265625	NA
480	182.931319647611	182.930999172054	182.931475071749	248.405	246.245	254.458	4	4	NA	4954.47412109375	4057.35864257812	3994.11938476562	5989.90087890625
934	329.247745913697	329.247510499699	329.248000051535	248.426	248.295	260.755	5	5	65146.21875	76687.2421875	88425.234375	67098.1875	55597.13671875
929	328.235525425766	328.23492216468	328.235604597975	250.351	246.376	258.705	4	4	94957.0078125	98150.828125	NA	96494.5546875	78290.484375
804	266.010815809925	266.010730410575	266.010901209276	252.475	250.345	254.605	2	2	NA	4050.2841796875	NA	NA	4631.7470703125
1290	502.29335981256	502.293229880924	502.293692395378	252.526	252.395	260.755	3	3	3893.11791992188	5975.82958984375	NA	NA	6049.81884765625
