	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	pbqc_test_data	pbQC001	pbQC002	pbQC003	pbQC004	pbQC005
955	336.817198387004	336.817182435935	336.817214338074	680.915	680.884	680.946	2	2	NA	61386.84375	68850.109375	NA	NA
1280	484.781644889138	484.781463924948	484.781825853328	680.9715	676.946	684.997	2	2	NA	NA	NA	16025.79296875	9303.138671875
1345	560.874519306607	560.874452551765	560.874953512607	684.025	678.895	691.297	4	4	37423.33984375	43362.16796875	39925.71875	NA	38567.46875
310	137.035567861551	137.03553974571	137.035580975539	684.985	682.996	689.216	3	3	17320.134765625	20220.5703125	17801.533203125	NA	NA
1375	562.872779028488	562.872477908879	562.872959707742	687.1465	676.784	697.417	4	4	16396.126953125	19916.859375	16738.609375	NA	18073.60546875
864	292.827287924817	292.82720909396	292.827366755674	688.0905	687.035	689.146	2	2	NA	29918.40234375	35725.05078125	NA	NA
982	337.905653046253	337.905468540458	337.905837552049	688.141	685.147	691.135	2	2	NA	141727.9375	NA	NA	193522.015625
1018	339.903567994039	339.903557080364	339.903898678535	691.135	685.147	693.247	3	3	NA	61626.9375	54924.12109375	NA	84317.9296875
696	249.975557194006	249.975515358065	249.975755515655	692.191	689.247	699.467	4	4	200267.5	211875.484375	204858.421875	NA	195898.515625
1491	738.639968700414	738.639096595182	738.640840805646	692.197	691.147	693.247	2	2	NA	NA	3354.49243164062	2923.01928710938	NA
797	263.103581662415	263.103464883241	263.103684398591	694.276	691.197	709.599	4	4	9704.7587890625	13114.1728515625	11091.15625	9165.47265625	NA
388	160.996841961582	160.996572731687	160.997111191477	694.2975	691.297	697.298	2	2	NA	NA	NA	10582.76953125	9610.9033203125
1082	374.773022838794	374.772965521131	374.773080156458	696.2975	693.247	699.348	2	2	NA	NA	42405.328125	41291.234375	NA
416	166.054181903144	166.053522552205	166.054315610196	699.417	695.367	707.598	4	4	12610.435546875	20427.873046875	17065.236328125	NA	48222.14453125
91	72.9697426519184	72.9697257095128	72.9697595943238	699.423	699.348	699.498	2	2	NA	NA	NA	121597.8203125	41696.26171875
672	248.973971857294	248.973861235674	248.974020389291	700.367	689.247	701.517	4	4	7449146	7976179	NA	7721070.5	7474249.5
59	62.9973783009146	62.9973718110627	62.9973847907665	703.4425	701.386	705.499	2	2	NA	43041.9375	NA	41364.8046875	NA
1156	400.815897617919	400.815885967908	400.81590926793	705.517	701.386	709.648	2	2	NA	5827.83740234375	6026.27490234375	NA	NA
1320	540.726264673934	540.72602666942	540.726502678448	706.5485	701.448	711.649	2	2	NA	NA	2956.07104492188	2436.62158203125	NA
261	126.904736940994	126.904713641144	126.904828489658	711.637	707.598	715.869	3	3	37021.94921875	35266.69140625	37613.9296875	NA	NA
1269	482.781745403443	482.781697073989	482.781840377005	711.637	707.598	715.869	3	3	14038.5478515625	16134.83203125	16541.31640625	NA	NA
1277	484.781426210582	484.781410948749	484.781554358463	711.637	705.548	713.819	3	3	13681.025390625	17649.41015625	15028.828125	NA	NA
1175	420.799379559335	420.79905812723	420.799411518534	717.849	707.549	725.988	3	3	NA	3678.59912109375	3370.68041992188	3002.20483398438	NA
1221	440.770981557081	440.770769186474	440.771193927689	717.8535	717.788	717.919	2	2	4446.8671875	3358.767578125	NA	NA	NA
236	116.959634175997	116.959631686672	116.959692769857	723.95	722.019	724	3	3	162998.296875	NA	137641.5625	140594.328125	NA
1019	339.903547567617	339.903519027978	339.903577091463	723.9685	717.919	738.302	4	4	58003.69921875	64742.6875	53517.8046875	54818.5078125	NA
893	298.861340336035	298.861321070859	298.861359601211	727.0505	726.05	728.051	2	2	NA	NA	41553.453125	45652.8671875	NA
57	62.9973296735449	62.9973200575899	62.9973774068898	730.22	721.949	736.239	3	3	42005.390625	45163.81640625	42407.90234375	NA	NA
998	338.815698398748	338.815681356119	338.815715441376	731.1195	725.988	736.251	2	2	NA	21894.515625	NA	25370.806640625	NA
684	248.973955612238	248.973916026708	248.973993428259	732.145	719.899	744.602	4	4	NA	7859035.5	7749736.5	7671095.5	7476873.5
745	254.871569930393	254.871403759717	254.871736101069	732.145	732.139	732.151	2	2	NA	4462.84716796875	NA	5121.76708984375	NA
516	191.019727415866	191.019711478828	191.019743352905	735.22	734.189	736.251	2	2	NA	20397.064453125	NA	20524.240234375	NA
427	166.054248255412	166.054104686216	166.054282990546	736.371	734.189	748.602	3	3	10824.875	19954.5234375	13497.369140625	NA	NA
201	103.040058838425	103.040033693606	103.040083983243	737.33	736.371	738.289	2	2	23936.328125	19204.470703125	NA	NA	NA
1438	637.685300304415	637.685013623191	637.685586985639	738.355	734.189	742.521	2	2	3454.9453125	2236.51513671875	NA	NA	NA
719	249.975549576709	249.97553788928	249.975550171028	742.451	738.302	752.803	3	3	NA	NA	203374.703125	200601.515625	186842.78125
1369	562.872847431485	562.872583206153	562.872994340373	742.4555	736.301	756.903	4	4	17373.482421875	20290.525390625	18435.900390625	NA	17405.43359375
1342	560.874715579766	560.874641866393	560.874920151265	744.506	734.25	748.552	4	4	40456.0859375	44207.73828125	40522.94921875	36857.37890625	NA
1064	364.097338534737	364.097286282053	364.097532991741	748.54	746.622	748.602	3	3	3326.65991210938	3540.83471679688	2957.12231445312	NA	NA
298	134.047106799668	134.047045709069	134.04713353065	750.652	744.571	754.691	3	3	8933.314453125	10094.0703125	9536.6572265625	NA	NA
88	72.9697553779254	72.9697357672399	72.9697559964217	752.702	750.722	764.942	3	3	140113.265625	116889.6796875	120314.3515625	NA	NA
21	60.9931495390951	60.9931247301449	60.993175399256	753.762	740.352	764.942	4	4	192867.3125	135465.703125	146106.34375	151665.328125	NA
1109	381.202694252064	381.202651691609	381.202975200377	754.691	748.602	763.023	3	3	5499.521484375	6700.49365234375	6983.35546875	NA	NA
380	160.949357051975	160.949350246263	160.94935956923	756.803	754.822	764.942	3	3	137654.125	90477.1328125	92694.171875	NA	NA
135	87.0087391032089	87.008712733453	87.0087826940343	756.8375	752.653	760.841	4	4	30627.318359375	20012.94140625	18921.533203125	12030.8525390625	NA
1080	374.77294898237	374.772884958991	374.77301300575	756.838	756.803	756.873	2	2	50897.5	NA	41027.60546875	NA	NA
546	198.905167807188	198.905163599996	198.9051886797	756.873	756.803	766.992	3	3	99635.640625	90920.546875	91337.8828125	NA	NA
997	338.815776104533	338.815749522576	338.815802686491	757.797	752.702	762.892	2	2	NA	20133.16796875	22109.931640625	NA	NA
240	116.959657267118	116.959640297933	116.959674236304	757.863	756.873	758.853	2	2	156770	NA	130568.328125	NA	NA
515	191.019626041295	191.019597927651	191.019673508056	758.923	754.752	762.892	3	3	17971.673828125	19112.3046875	18299.0703125	NA	NA
854	292.827315164902	292.8272852845	292.827410410134	758.923	758.853	762.892	3	3	38869.46875	31726.865234375	36679.16796875	NA	NA
743	254.871427055141	254.871364387583	254.871489722698	759.847	758.853	760.841	2	2	NA	4849.71484375	4434.4619140625	NA	NA
1435	636.685588752428	636.685363699971	636.685813804885	759.913	758.853	760.973	2	2	17196.384765625	NA	12792.0078125	NA	NA
279	129.019223922309	129.019098936201	129.019273868083	760.841	752.702	763.023	3	3	20163.537109375	18326.166015625	15726.279296875	NA	NA
1489	738.639623535033	738.639068292014	738.640178778053	760.938	760.903	760.973	2	2	4923.248046875	NA	3644.13037109375	NA	NA
635	238.859482205917	238.859476437383	238.859626586306	760.973	756.803	766.992	3	3	36339.4140625	29863.724609375	30860.044921875	NA	NA
813	276.85322457065	276.853145569516	276.853303571784	761.8975	760.903	762.892	2	2	NA	5101.94677734375	3665.21606445312	NA	NA
1200	436.773353490998	436.7732760873	436.773427584025	761.9325	756.803	775.205	4	4	57155.375	42522.14453125	44082.52734375	49719.9453125	NA
1155	400.815826066376	400.815740458698	400.815911674054	762.9225	760.903	764.942	2	2	NA	5758.16015625	5315.2255859375	NA	NA
1624	836.596598979226	836.596115203226	836.598008908633	762.953	758.923	764.942	3	3	7102.76806640625	3506.14428710938	3904.90356445312	NA	NA
946	336.817242140273	336.817214214565	336.81729324633	762.9575	758.853	777.255	4	4	83329.15625	68339.171875	73422.65625	75636.140625	NA
1147	398.817357285533	398.817262231387	398.81750270223	763.9475	760.973	775.205	4	4	20075.017578125	16898.890625	15259.943359375	19573.609375	NA
889	298.861358530076	298.861266505407	298.861423990288	763.9825	758.853	775.205	4	4	43054.0546875	39416.27734375	37477.41015625	41946.0234375	NA
1173	420.798945848165	420.798651434015	420.798994885663	764.942	760.903	777.255	3	3	NA	3660.4140625	2889.93627929688	2869.74169921875	NA
354	154.91548092667	154.915391129858	154.915639642104	764.9725	756.873	779.305	4	4	80917.0078125	71991.15625	74897.9140625	77660.0625	NA
1318	540.726321459912	540.72538079886	540.727325574792	765.073	758.853	773.155	3	3	3407.29663085938	NA	2741.18676757812	3174.08642578125	NA
61	62.9973401542795	62.9973378132595	62.9973449052439	766.992	754.703	773.274	3	3	45246.5625	45379.953125	NA	46325.984375	NA
621	236.861073862592	236.861041279583	236.861101990503	766.992	758.853	777.255	3	3	NA	130100.609375	140127.40625	147222.28125	NA
1443	638.683513572322	638.683422408822	638.683778446743	766.992	758.853	777.255	3	3	NA	6701.3876953125	7961.57568359375	6771.29541015625	NA
369	156.913975070166	156.913834334406	156.914115805926	767.029	762.953	771.105	2	2	NA	NA	11985.296875	12563.298828125	NA
899	299.860934400972	299.86087854777	299.861405891246	771.154	769.054	777.243	3	3	NA	3068.39868164062	3034.19848632812	3966.2275390625	NA
483	182.931091631877	182.930887874895	182.93129538886	771.1735	771.092	771.255	2	2	NA	4160.02978515625	NA	NA	7489.48583984375
973	337.90552029965	337.905479395893	337.905538533389	773.143	767.123	773.204	3	3	130769.9609375	144839.453125	123515.421875	NA	NA
1824	1169.97360121616	1169.97325112354	1169.97408866472	773.204	760.973	777.255	3	3	26927.212890625	NA	22937.18359375	21518.458984375	NA
1217	440.76961553214	440.769548349253	440.770858040541	775.193	767.054	779.305	3	3	NA	3202.01025390625	3272.3583984375	3507.0302734375	NA
558	200.903817582433	200.903762926727	200.903872238139	776.2235	771.092	781.355	2	2	NA	11625.0458984375	NA	13376.1337890625	NA
1437	637.683255000544	637.683149044762	637.684171694025	777.243	773.155	781.475	3	3	1883.03295898438	1999.533203125	NA	2846.57153320312	NA
386	160.997442013745	160.997277408926	160.997606618564	777.33	775.355	779.305	2	2	NA	NA	NA	10964.5830078125	8985.7978515625
710	249.975558540218	249.975489275164	249.975598147824	780.384	775.255	793.657	4	4	194599.78125	203833.296875	202828.75	198825.453125	NA
680	248.973912369008	248.973831269411	248.973955806103	781.3745	775.324	793.657	4	4	7403600.5	7765934.5	7710185.5	7575094.5	NA
1224	444.198228892653	444.198190018708	444.198267766599	787.525	785.506	789.544	2	2	NA	11685.7958984375	9189	NA	NA
609	236.004784793542	236.004726252325	236.00484333476	788.5845	787.625	789.544	2	2	19092.701171875	14547.509765625	NA	NA	NA
286	129.019236616603	129.019201401338	129.019271831869	788.6065	783.556	793.657	2	2	NA	NA	NA	18763.833984375	22362.31640625
1026	339.903599593942	339.90356493634	339.903634251545	789.5505	785.444	793.657	2	2	NA	58335.21484375	NA	56354.58984375	NA
1367	562.872765983704	562.872514475466	562.872861848882	790.6	785.575	799.808	4	4	20018.689453125	24000.1875	20023.017578125	19120.3125	NA
1339	560.874600261684	560.874430079559	560.874827780496	790.6345	787.556	799.808	4	4	43548.31640625	47991.203125	43642.84375	40325.48828125	NA
406	166.054262710985	166.054134981002	166.054291732656	795.756	793.776	795.857	3	3	11776.423828125	NA	15351.955078125	NA	56721.2734375
1730	966.995157383715	966.994879543533	966.995335872006	795.7605	791.656	808.009	4	4	58012.93359375	44914.09765625	53099.234375	48184.21875	NA
1740	967.997832718063	967.997435548107	967.998025323195	796.7855	791.656	810.059	4	4	12511.20703125	9547.1259765625	11958.4189453125	11114.0380859375	NA
831	283.264119966469	283.263993387195	283.264246545742	797.8105	795.826	799.795	2	2	8970.2861328125	9219.9775390625	NA	NA	NA
767	255.23290831357	255.232727425404	255.233089201736	798.8355	793.776	803.895	2	2	9596.53125	8894.314453125	NA	NA	NA
1777	1041.04019551184	1041.03994715013	1041.04044140484	801.845	793.776	810.059	3	3	17319.59765625	11528.283203125	NA	13097.4697265625	NA
1104	381.202585349077	381.202208961179	381.202878641236	801.907	801.859	807.996	3	3	NA	6027.17041015625	5830.68212890625	6551.1279296875	NA
520	191.082484378172	191.082463943538	191.082504812807	802.936	799.926	805.946	2	2	24563.146484375	26257.998046875	NA	NA	NA
625	237.124454888592	237.124429364577	237.124480412607	809.102	804.058	814.146	2	2	NA	25233.720703125	NA	NA	35619.890625
1233	444.972471361784	444.971946188516	444.972609420919	810.046	808.127	814.208	3	3	5497.15234375	6595.4013671875	4987.37646484375	NA	NA
1023	339.903482516513	339.903477533907	339.90369620646	810.208	804.027	820.359	3	3	48636.140625	NA	40034.125	NA	55827.76171875
281	129.019261096874	129.019256256445	129.019265937303	811.102	810.108	812.096	2	2	NA	22139.9296875	17667.04296875	NA	NA
147	89.0244562283027	89.0243567156456	89.024478693198	816.21	812.158	826.61	5	5	32534.890625	43999.08203125	39014.63671875	37411.15234375	55679.484375
513	191.019681274236	191.019466651221	191.019730847524	817.2875	814.208	828.511	4	4	21849.236328125	31480.974609375	23505.033203125	23767.38671875	NA
210	111.020100320547	111.020041640065	111.020158808263	818.2775	814.278	832.611	4	4	3074799	2988825.5	2767867.25	2804242.75	NA
444	169.098247869	169.098173936536	169.098263968092	820.297	816.258	830.561	3	3	NA	21855.8359375	17402.49609375	16903.634765625	NA
494	187.060810087803	187.060676767437	187.061158332767	820.3035	814.278	834.81	4	4	7948.4921875	10470.4990234375	NA	9382.7412109375	7892.55615234375
68	71.0139189988194	71.0139055671675	71.0139473914918	826.447	820.359	830.71	5	5	147191.046875	126655.5703125	111296.1484375	94403.3359375	91005.7578125
428	166.054142704714	166.054051335996	166.054234073432	837.82	836.76	838.88	2	2	17462.369140625	NA	19985.34375	NA	NA
1347	560.874342978464	560.874231386144	560.874454570783	839.8395	838.88	840.799	2	2	38572.82421875	46097.25	NA	NA	NA
359	154.915405813159	154.915402312281	154.915409314038	840.8645	840.799	840.93	2	2	32636.994140625	12515.2666015625	NA	NA	NA
44	62.9973883306011	62.9973580923701	62.9974557896722	843.9395	840.861	859.264	4	4	49161.59375	55740.3203125	52573.6953125	53568.171875	NA
1371	562.8726515516	562.872450648797	562.872726875177	847.011	846.949	855.281	3	3	17809.634765625	20442.84765625	17403.814453125	NA	NA
270	129.019278674722	129.01921927408	129.019335072711	853.262	851.181	861.314	5	5	23083.103515625	23322.134765625	19856.921875	18661.140625	28719.775390625
514	191.019670289609	191.019633180863	191.019748090089	857.332	855.312	861.362	3	3	30504.794921875	NA	30673.50390625	NA	48896.97265625
8	60.9931412473499	60.9930578191131	60.9931738280467	859.257	853.231	865.463	4	4	119240.0078125	70923.3203125	80303.2421875	72251.3046875	NA
1351	560.874363426928	560.874199006446	560.87452784741	864.4135	859.264	869.563	2	2	NA	NA	36529.39453125	36753.92578125	NA
1084	374.772812464168	374.772781594701	374.772843333635	865.4385	861.314	869.563	2	2	NA	NA	9805.5234375	9610.1484375	NA
764	255.23274497326	255.232733118724	255.232756827795	868.5415	865.532	871.551	2	2	9956.8505859375	8853.275390625	NA	NA	NA
1381	562.872480124335	562.872384875319	562.87257537335	876.824	871.714	881.934	2	2	16364.8759765625	NA	NA	NA	16553.673828125
420	166.054257143541	166.054162123512	166.054264335726	877.702	871.613	877.833	3	3	21694.548828125	26868.56640625	22114.33984375	NA	NA
518	191.019754487117	191.019753505191	191.019755469044	877.709	875.652	879.766	2	2	NA	33471.7734375	NA	29311.876953125	NA
992	338.815734042218	338.815592282763	338.815875801672	877.733	875.652	879.814	2	2	NA	3701.54809570312	3950.39697265625	NA	NA
721	249.975368911901	249.975320862864	249.975425960921	892.185	879.915	896.216	3	3	134044.203125	NA	140542.328125	NA	149076.71875
288	130.051049681467	130.050994100381	130.051105262554	897.2445	896.285	898.204	2	2	185782.578125	173837.28125	NA	NA	NA
39	62.9973525915104	62.9973127518978	62.9974022800417	897.251	894.104	910.567	4	4	55151.046875	59070.69921875	56559.73046875	54118.92578125	NA
671	248.973503564262	248.973393085078	248.973524315916	897.2755	894.104	906.567	4	4	5268974.5	5885372.5	5580207.5	NA	6078383
142	88.0404442527712	88.0403588158485	88.0405399707415	898.204	892.115	902.467	5	5	44781.5078125	39867.41015625	37340.44140625	30127.82421875	23292.3671875
1012	339.903317133078	339.903310714613	339.903474252402	906.405	902.366	906.536	3	3	32461.439453125	32006.39453125	28660.330078125	NA	NA
1085	374.77288032576	374.772831154057	374.772929497463	910.5425	906.466	914.619	2	2	NA	NA	9525.1015625	9410.228515625	NA
503	191.019691985695	191.019647691307	191.019740794392	914.619	904.486	916.818	5	5	36001.85546875	37232.48046875	31724.3828125	32090.177734375	36666.02734375
15	60.9930789992128	60.9930045366781	60.9931803626737	914.671	902.366	918.719	4	4	122314.15625	78656.9921875	87376.7265625	80366.0859375	NA
200	103.040040164945	103.040017428658	103.040062901231	915.6965	914.737	916.656	2	2	71116.3125	64919.359375	NA	NA	NA
716	249.975409880086	249.975364513681	249.975433765142	916.818	916.656	926.92	3	3	NA	138572.96875	NA	129443.1328125	134536.796875
441	169.0982779822	169.098193867745	169.098434860375	917.6875	904.416	918.868	4	4	NA	22661.484375	23982.77734375	22934.408203125	30593.521484375
245	116.959661573967	116.959600751872	116.959722396063	917.7775	912.617	922.938	2	2	117477.359375	NA	86114.34375	NA	NA
430	166.054214617876	166.054171132886	166.054300019685	920.887	908.517	924.856	3	3	21965.572265625	27270.69140625	25735.142578125	NA	NA
1376	562.872331677381	562.872309491465	562.872353863297	922.953	920.918	924.988	2	2	14921.5810546875	NA	NA	NA	15963.6328125
297	134.047183292527	134.047114141527	134.047264897487	923.862	920.887	935.121	4	4	160552.21875	110865.578125	101712.1875	65599.5234375	NA
276	129.019264722903	129.019212526924	129.019316784864	924.953	914.768	928.957	4	4	26785.123046875	24737.98046875	25198.05859375	NA	21579.673828125
868	292.82730821551	292.827231045526	292.827385385494	925.888	920.756	931.02	2	2	NA	7210.47314453125	NA	7609.5126953125	NA
1208	436.774204622596	436.774148722731	436.774260522462	925.888	922.806	928.97	2	2	NA	6886.89208984375	NA	7398.10595703125	NA
1334	560.874441793002	560.874268232578	560.874491677937	932.1045	922.868	935.107	4	4	32918.34375	36235.27734375	33346.23046875	30802.337890625	NA
146	89.0245333092602	89.0244967674056	89.0245410061112	939.221	935.27	943.308	5	5	5839177.5	5147396.5	4498485	3890253.5	3074581.25
1378	562.872543957828	562.872528709169	562.872559206486	939.2385	935.169	943.308	2	2	NA	16932.724609375	13333.1142578125	NA	NA
161	90.027934997633	90.0279092023043	90.0279923243858	940.305	937.219	943.308	4	4	186887	166332.21875	142362.546875	123831.15625	NA
75	71.0138399879291	71.0138066224542	71.0140130412702	941.258	937.219	941.389	3	3	17187.603515625	14545.0107421875	13539.4384765625	NA	NA
1761	1010.0251686893	1010.02380339575	1010.02551704446	941.271	937.32	945.358	5	5	51468.94140625	35779.390625	27746.8046875	23482.59765625	16552.388671875
141	87.0087654842122	87.0087589634836	87.0087720049408	942.3485	941.389	943.308	2	2	15823.16796875	12286.9189453125	NA	NA	NA
1025	339.903515410189	339.903493139653	339.903537680726	944.3985	941.389	947.408	2	2	23870.4921875	27872.59375	NA	NA	NA
1762	1011.02896645428	1011.02860926695	1011.02932364161	944.3985	943.439	945.358	2	2	11488.7529296875	9472.7392578125	NA	NA	NA
762	255.232776057114	255.232683015935	255.232869098293	951.575	949.459	953.691	2	2	14069.3515625	9863.3408203125	NA	NA	NA
840	283.263938618339	283.263845100988	283.264032135689	952.5995	949.59	955.609	2	2	12602.2734375	10673.611328125	NA	NA	NA
442	169.098265527079	169.098166569505	169.098321246599	959.709	953.621	974.223	5	5	22514.564453125	25269.744140625	24087.703125	27150.0703125	37217.34765625
56	62.9973161838031	62.9972927915917	62.9973395760146	959.747	957.721	961.773	2	2	NA	NA	56525.421875	60608.71484375	NA
268	129.019267265123	129.019187795957	129.019298578882	959.872	959.723	965.86	5	5	28637.345703125	26940.326171875	22933.625	22550.01953125	27297.515625
954	336.817243665927	336.816967551632	336.817279395272	961.76	959.771	974.074	3	3	NA	11106.7255859375	12356.783203125	12420.4091796875	NA
679	248.973403975641	248.973298966135	248.973436802483	961.826	949.621	980.273	6	5	4682488.5	5096316.5	5095776.5	5011343.5	5254610
996	338.815863512376	338.815483513725	338.816243511026	962.8155	957.659	967.972	2	2	NA	4454.94287109375	4434.2890625	NA	NA
5	60.9930753574984	60.9930137257983	60.9931368837248	963.841	961.892	969.974	4	4	115295.3046875	85776.2109375	98124.046875	88175.90625	NA
84	72.969720474375	72.9696434137128	72.969753355366	963.907	963.81	969.974	4	4	120362.890625	86146.3984375	92520.53125	81840.84375	NA
419	166.05422837807	166.054149106486	166.054307371818	963.942	959.771	967.91	3	3	24145.484375	29143.61328125	28970.1640625	NA	NA
357	154.915442411956	154.915414248875	154.915470575037	964.901	963.81	965.992	2	2	30600.2109375	19376.6484375	NA	NA	NA
856	292.827197419788	292.827164517808	292.82725965599	965.86	961.822	972.024	3	3	NA	6662.28662109375	7218.91845703125	8200.8515625	NA
703	249.975338102941	249.975284816779	249.975421712418	965.867	951.641	965.922	4	4	118828.7734375	124373.71875	123528.625	123629.671875	NA
622	236.860965595785	236.860927303749	236.861003887821	967.917	963.81	972.024	2	2	NA	22535.70703125	NA	22540.193359375	NA
238	116.959663694265	116.959661038733	116.959733667176	967.972	963.942	976.124	3	3	115992.1015625	NA	96398.28125	82928.375	NA
1210	436.773914262683	436.773890895913	436.773937629453	968.942	963.81	974.074	2	2	NA	8448.609375	NA	7403.00732421875	NA
1008	339.903405084624	339.903363580348	339.903444263956	977.167	974.193	986.375	4	4	23870.4921875	24772.59765625	21691.833984375	21449.19140625	NA
53	62.9973900509241	62.9973859352285	62.9973941666197	977.202	976.111	978.293	2	2	59644.3828125	61455.44921875	NA	NA	NA
512	191.019743833999	191.019708565473	191.01976060939	978.192	974.193	990.476	4	4	55928.94921875	50466.015625	44178.8203125	40196.5703125	NA
968	337.905326729947	337.905248284823	337.905488637373	978.192	974.193	986.375	4	4	51242.75390625	53881.90625	45593.14453125	48785.96484375	NA
1337	560.874454724144	560.874235286294	560.874627001972	978.192	974.193	986.375	4	4	29517.521484375	31437.48828125	26757.126953125	28228.431640625	NA
267	128.035009027176	128.034935737657	128.035082316696	979.259	974.193	984.325	2	2	19048.521484375	NA	NA	19381.52734375	NA
1366	562.872450393315	562.872182005116	562.872826946518	980.211	972.143	996.775	5	5	13249.474609375	14011.376953125	12218.9912109375	12341.638671875	16039.6923828125
910	306.057785945463	306.057717888528	306.057854002397	980.2775	978.293	982.262	2	2	147680.40625	159598.734375	NA	NA	NA
582	218.04584310301	218.045799283948	218.045886922072	981.333	980.343	982.323	2	2	32339.2578125	NA	21364.8515625	NA	NA
209	111.020169484201	111.02012284656	111.020273440641	982.2925	978.293	994.576	4	4	2021402.75	1678198.125	1510040.375	1329006.875	NA
651	243.062444928509	243.062435944495	243.062489733745	982.3275	980.273	994.576	4	4	305913.46875	264731.96875	233448.8125	225867.921875	NA
607	235.072456033368	235.07238270283	235.072482291557	984.312	980.273	1002.93	5	5	303645.875	250902.203125	208994.015625	175272.546875	174779.96875
133	85.9997487586021	85.9997105577528	85.9997869594515	985.3435	980.211	990.476	2	2	NA	18315.732421875	NA	15522.859375	NA
655	245.030218989745	245.030138881381	245.030354998039	986.3995	982.424	992.512	4	4	NA	50811.578125	56404.046875	66473.1328125	78431.5859375
1192	435.089149064031	435.089096740646	435.089201387417	989.444	984.312	994.576	2	2	NA	16640.080078125	NA	12026.1728515625	NA
70	71.0139679218294	71.0139274025348	71.0140021434473	990.594	990.524	994.563	3	3	13323.75390625	10126.880859375	11111.0107421875	NA	NA
162	91.0402501675063	91.0402320394405	91.0403130242698	991.518	988.544	1002.78	4	4	101581.234375	74846.203125	69758.2578125	47875.23046875	NA
1105	381.20306914479	381.202647379017	381.203278513326	992.574	990.594	996.613	3	3	4413.59033203125	5147.908203125	4189.34814453125	NA	NA
405	165.075179208405	165.075084708066	165.075192250246	992.644	992.574	996.613	3	3	119526.6171875	96725.65625	79286.390625	NA	NA
1240	444.972208636506	444.972126234007	444.972291039004	993.6035	990.594	996.613	2	2	3874.50854492188	3973.279296875	NA	NA	NA
400	164.071878695355	164.071834437466	164.072024549489	996.613	992.574	1015.23	5	5	1185094.125	930817.375	761081.1875	600382.6875	389366.78125
302	135.031477712005	135.031420533997	135.03161438346	1000.7425	996.745	1010.98	4	4	1345586.25	1149547.125	1020688.25	915657.3125	NA
157	89.0245309443281	89.0244792886447	89.0245826000114	1010.03	1004.83	1015.23	2	2	NA	NA	NA	66499.7578125	47390.59765625
843	283.263952300879	283.26388347683	283.264021124927	1017.185	1013.15	1021.22	2	2	12625.0673828125	8793.6923828125	NA	NA	NA
991	338.815621182757	338.815456781752	338.815785583761	1020.225	1019.23	1021.22	2	2	NA	4553.16796875	4733.62109375	NA	NA
620	236.860993844087	236.860983853664	236.861003834511	1021.25	1019.23	1023.27	2	2	NA	27586.359375	29160.25	NA	NA
549	198.904981159884	198.904948627216	198.905013692551	1021.28	1017.25	1025.31	2	2	33963.7578125	33197.2734375	NA	NA	NA
1079	374.772685472563	374.772675380645	374.772728216366	1021.28	1019.3	1033.53	3	3	9594.541015625	NA	10130.1044921875	9593.4013671875	NA
93	72.9697552760856	72.9697266103288	72.9697839418424	1021.315	1019.3	1023.33	2	2	112450.6328125	NA	111445.2109375	NA	NA
636	238.859477015516	238.859245009171	238.859640485215	1023.27	1021.28	1033.53	3	3	NA	6764.35498046875	8340.1767578125	5517.40283203125	NA
858	292.827303151809	292.827225446891	292.827689855284	1023.27	1021.28	1031.48	3	3	NA	6835.30712890625	8299.7978515625	7266.72314453125	NA
952	336.817186780382	336.817100146629	336.817195008147	1023.27	1019.23	1033.53	3	3	NA	12986.72265625	12802.5458984375	11483.765625	NA
363	154.915358618877	154.915333620198	154.915383617556	1023.335	1019.3	1027.37	2	2	27974.83984375	27331.642578125	NA	NA	NA
10	60.9931336277387	60.9930630127813	60.9932331574712	1024.32	1021.35	1035.58	4	4	108895.8828125	113282.8671875	120160.1484375	97972.9296875	NA
285	129.019368795841	129.019352753715	129.019384837968	1024.36	1021.35	1027.37	2	2	43810.0625	39511.3203125	NA	NA	NA
1338	560.874322052635	560.873937547297	560.874364433064	1025.31	1021.28	1045.98	5	5	28345.720703125	29961.0859375	25538.8515625	25184.361328125	29814.13671875
1360	562.872488012116	562.872104034996	562.872640673311	1025.31	1021.28	1043.93	5	5	13169.5634765625	13595.0693359375	11564.5712890625	12632.7646484375	13930.8642578125
970	337.905345948299	337.905227024856	337.905369532823	1025.35	1021.35	1035.58	4	4	43095.84765625	44246.12109375	37624.43359375	37102.69921875	NA
517	191.019662444033	191.019595014393	191.019729873674	1025.385	1023.4	1027.37	2	2	67458.765625	57077.36328125	NA	NA	NA
1007	339.903372499314	339.90330796667	339.903439432606	1026.375	1023.4	1033.53	4	4	20812.18359375	18930.099609375	16710.279296875	17112.576171875	NA
897	298.86128402108	298.861283049832	298.861284992329	1028.4	1023.27	1033.53	2	2	NA	7435.458984375	NA	7211.96044921875	NA
1209	436.773455710944	436.77339627078	436.773515151107	1028.4	1023.27	1033.53	2	2	NA	7563.97021484375	NA	8210.0546875	NA
1258	474.728973446076	474.72862265648	474.729324235671	1028.43	1023.33	1033.53	2	2	NA	NA	7219.18212890625	6496.6259765625	NA
664	248.973290778129	248.973214447179	248.97334233683	1033.53	1029.48	1045.98	5	5	4451856.5	4560804.5	4525910	4587374.5	4542531.5
